INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT
8056	4	药品。立即恢复生命125点	StdImpact004	0	10	-1	8056	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	125	增加MP	0	Rage修改量	0																																0	0
8057	4	药品。立即恢复生命150点	StdImpact004	0	10	-1	8057	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	150	增加MP	0	Rage修改量	0																																0	0
8058	4	药品。立即恢复生命175点	StdImpact004	0	10	-1	8058	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	175	增加MP	0	Rage修改量	0																																0	0
8059	4	药品。立即恢复生命200点	StdImpact004	0	10	-1	8059	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	200	增加MP	0	Rage修改量	0																																0	0
8060	4	药品。立即恢复生命225点	StdImpact004	0	10	-1	8060	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	225	增加MP	0	Rage修改量	0																																0	0
8101	4	药品。立即恢复魔法10点	StdImpact004	0	11	-1	8101	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	500	Rage修改量	0																																0	0
8102	4	药品。立即恢复魔法50点	StdImpact004	0	11	-1	8102	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	80	Rage修改量	0																																0	0
8103	4	药品。立即恢复魔法100点	StdImpact004	0	11	-1	8103	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	110	Rage修改量	0																																0	0
8104	4	药品。立即恢复魔法150点	StdImpact004	0	11	-1	8104	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	150	Rage修改量	0																																0	0
8105	4	药品。立即恢复魔法200点	StdImpact004	0	11	-1	8105	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	200	Rage修改量	0																																0	0
8106	4	药品。立即恢复魔法250点	StdImpact004	0	11	-1	8106	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	250	Rage修改量	0																																0	0
8107	4	药品。立即恢复魔法300点	StdImpact004	0	11	-1	8107	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	300	Rage修改量	0																																0	0
8108	4	药品。立即恢复魔法350点	StdImpact004	0	11	-1	8108	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	350	Rage修改量	0																																0	0
8109	4	药品。立即恢复魔法400点	StdImpact004	0	11	-1	8109	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	400	Rage修改量	0																																0	0
8110	4	药品。立即恢复魔法450点	StdImpact004	0	11	-1	8110	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	450	Rage修改量	0																																0	0
8111	4	药品。立即恢复魔法500点	StdImpact004	0	11	-1	8111	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	500	Rage修改量	0																																0	0
8112	4	药品。立即恢复魔法550点	StdImpact004	0	11	-1	8112	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	550	Rage修改量	0																																0	0
8151	4	药品。立即恢复魔法5点	StdImpact004	0	11	-1	8151	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	14	Rage修改量	0																																0	0
8152	4	药品。立即恢复魔法25点	StdImpact004	0	11	-1	8152	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	25	Rage修改量	0																																0	0
8153	4	药品。立即恢复魔法75点	StdImpact004	0	11	-1	8153	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	75	Rage修改量	0																																0	0
8154	4	药品。立即恢复魔法125点	StdImpact004	0	11	-1	8154	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	125	Rage修改量	0																																0	0
8155	4	药品。立即恢复魔法175点	StdImpact004	0	11	-1	8155	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	175	Rage修改量	0																																0	0
8156	4	药品。立即恢复魔法225点	StdImpact004	0	11	-1	8156	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	0	增加MP	225	Rage修改量	0																																0	0
8171	4	毒，立即增加15点生命减少10点魔法	StdImpact004	0	10	-1	8171	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	100	增加MP	-10	Rage修改量	0																																0	0
8172	4	毒，立即增加150点生命减少80点魔法	StdImpact004	0	10	-1	8172	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	150	增加MP	-80	Rage修改量	0																																0	0
8173	4	毒，立即增加280点生命减少140点魔法	StdImpact004	0	10	-1	8173	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	280	增加MP	-140	Rage修改量	0																																0	0
8174	4	毒，立即增加400点生命减少200点魔法	StdImpact004	0	10	-1	8174	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	400	增加MP	-200	Rage修改量	0																																0	0
8175	4	毒，立即增加600点生命减少300点魔法	StdImpact004	0	10	-1	8175	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	600	增加MP	-300	Rage修改量	0																																0	0
8176	4	毒，立即增加15点魔法减少10点生命	StdImpact004	0	11	-1	8176	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	-10	增加MP	100	Rage修改量	0																																0	0
8177	4	毒，立即增加150点魔法减少80点生命	StdImpact004	0	11	-1	8177	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	-80	增加MP	150	Rage修改量	0																																0	0
8178	4	毒，立即增加280点魔法减少140点生命	StdImpact004	0	11	-1	8178	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	-140	增加MP	280	Rage修改量	0																																0	0
8179	4	毒，立即增加400点魔法减少200点生命	StdImpact004	0	11	-1	8179	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	-200	增加MP	400	Rage修改量	0																																0	0
8180	4	毒，立即增加600点魔法减少300点生命	StdImpact004	0	11	-1	8180	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加HP	-300	增加MP	600	Rage修改量	0																																0	0
8201	10	药膏。引导恢复生命25点	StdImpact010	1	10	9	8201	1	0	1	0	1	0	1	1	1	0	10000	2000	0	0	0	0	0	子效果1的DataIndex	3051	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8202	10	药膏。引导恢复生命125点	StdImpact010	1	10	9	8202	1	0	1	0	1	0	1	1	1	0	10000	2000	0	0	0	0	0	子效果1的DataIndex	3052	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8203	10	药膏。引导恢复生命250点	StdImpact010	1	10	9	8203	1	0	1	0	1	0	1	1	1	0	10000	2000	0	0	0	0	0	子效果1的DataIndex	3053	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8204	10	药膏。引导恢复生命375点	StdImpact010	1	10	9	8204	1	0	1	0	1	0	1	1	1	0	10000	2000	0	0	0	0	0	子效果1的DataIndex	3054	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8205	10	药膏。引导恢复生命500点	StdImpact010	1	10	9	8205	1	0	1	0	1	0	1	1	1	0	10000	2000	0	0	0	0	0	子效果1的DataIndex	3055	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8206	10	药膏。引导恢复生命625点	StdImpact010	1	10	9	8206	1	0	1	0	1	0	1	1	1	0	10000	2000	0	0	0	0	0	子效果1的DataIndex	3056	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8207	10	药膏。引导恢复生命750点	StdImpact010	1	10	9	8207	1	0	1	0	1	0	1	1	1	0	10000	2000	0	0	0	0	0	子效果1的DataIndex	3057	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8208	10	药膏。引导恢复生命875点	StdImpact010	1	10	9	8208	1	0	1	0	1	0	1	1	1	0	10000	2000	0	0	0	0	0	子效果1的DataIndex	3058	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8209	10	药膏。引导恢复生命1000点	StdImpact010	1	10	9	8209	1	0	1	0	1	0	1	1	1	0	10000	2000	0	0	0	0	0	子效果1的DataIndex	3059	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8210	10	药膏。引导恢复生命1125点	StdImpact010	1	10	9	8210	1	0	1	0	1	0	1	1	1	0	10000	2000	0	0	0	0	0	子效果1的DataIndex	3060	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8301	10	食物。持续恢复生命50点	StdImpact010	1	10	9	8301	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3051	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8302	10	食物。持续恢复生命250点	StdImpact010	1	10	9	8302	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3052	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8303	10	食物。持续恢复生命500点	StdImpact010	1	10	9	8303	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3053	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8304	10	食物。持续恢复生命750点	StdImpact010	1	10	9	8304	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3054	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8305	10	食物。持续恢复生命1000点	StdImpact010	1	10	9	8305	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3055	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8306	10	食物。持续恢复生命1250点	StdImpact010	1	10	9	8306	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3056	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8307	10	食物。持续恢复生命1500点	StdImpact010	1	10	9	8307	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3057	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8308	10	食物。持续恢复生命1750点	StdImpact010	1	10	9	8308	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3058	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8309	10	食物。持续恢复生命2000点	StdImpact010	1	10	9	8309	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3059	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8310	10	食物。持续恢复生命2250点	StdImpact010	1	10	9	8310	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3060	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8311	10	食物。持续恢复生命2500点	StdImpact010	1	10	9	8311	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3006	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8312	10	食物。持续恢复生命3000点	StdImpact010	1	10	9	8312	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3007	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8401	10	食物。持续恢复魔法50点	StdImpact010	1	10	10	8401	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3151	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8402	10	食物。持续恢复魔法250点	StdImpact010	1	10	10	8402	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3152	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8403	10	食物。持续恢复魔法500点	StdImpact010	1	10	10	8403	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3102	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8404	10	食物。持续恢复魔法750点	StdImpact010	1	10	10	8404	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3153	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8405	10	食物。持续恢复魔法1000点	StdImpact010	1	10	10	8405	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3103	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8406	10	食物。持续恢复魔法1250点	StdImpact010	1	10	10	8406	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3154	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8407	10	食物。持续恢复魔法1500点	StdImpact010	1	10	10	8407	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3104	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
8408	10	食物。持续恢复魔法1750点	StdImpact010	1	10	10	8408	1	0	1	1	1	0	1	1	1	0	20000	2000	0	0	0	0	0	子效果1的DataIndex	3155	子效果2的DataIndex	-1	子效果3的DataIndex	-1									子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果9的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果16的DataIndex	-1								0	0
