INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	STRING	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT
38	0	-1	陷阱唐：普通攻击	系统预留	系统预留	系统预留	Ability_BackStab	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	2	230		121;122;123;	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	1300	0	2	-1	1	-1	0	0	1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	1	0	500	0	1	100	5	100	0	-1	-1	|生效一次的附加效果1	311|312|313|314|315	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
39	0	-1	扇逍遥：普通攻击	系统预留	系统预留	系统预留	Ability_BackStab	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	2	230		121;122;123;	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	1300	0	2	-1	1	-1	0	0	1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	1	0	0	0	1	100	5	100	0	-1	-1	|生效一次的附加效果1	311|312|313|314|315	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
40	0	-1	指逍遥：普通攻击	系统预留	系统预留	系统预留	Ability_BackStab	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	2	230		121;122;123;	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	1300	0	2	-1	1	-1	0	0	1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	1	0	0	0	1	100	5	100	0	-1	-1	|生效一次的附加效果1	311|312|313|314|315	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
41	0	-1	狂药王：普通攻击	系统预留	系统预留	系统预留	Ability_BackStab	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	2	230		121;122;123;	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	1300	0	2	-1	1	-1	0	0	1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	1	0	0	0	1	100	5	100	0	-1	-1	|生效一次的附加效果1	311|312|313|314|315	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
42	0	-1	医药王：普通攻击	系统预留	系统预留	系统预留	Ability_BackStab	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	2	230		121;122;123;	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	1300	0	2	-1	1	-1	0	0	1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	1	0	0	0	1	100	5	100	0	-1	-1	|生效一次的附加效果1	311|312|313|314|315	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
43	0	-1	笛桃花：普通攻击	系统预留	系统预留	系统预留	Ability_BackStab	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	2	230		121;122;123;	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	1300	0	2	-1	1	-1	0	0	1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	1	0	0	0	1	100	5	100	0	-1	-1	|生效一次的附加效果1	311|312|313|314|315	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
44	0	-1	音桃花：普通攻击	系统预留	系统预留	系统预留	Ability_BackStab	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	2	230		121;122;123;	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	1300	0	2	-1	1	-1	0	0	1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	1	0	0	0	1	100	5	100	0	-1	-1	|生效一次的附加效果1	311|312|313|314|315	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
45	0	-1	刺峨嵋：普通攻击	系统预留	系统预留	系统预留	Ability_BackStab	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	2	230		121;122;123;	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	1300	0	2	-1	1	-1	0	0	1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	1	0	0	0	1	100	5	100	0	-1	-1	|生效一次的附加效果1	311|312|313|314|315	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
46	0	-1	辅峨嵋：普通攻击	系统预留	系统预留	系统预留	Ability_BackStab	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	2	230		121;122;123;	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	1300	0	2	-1	1	-1	0	0	1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	1	0	500	0	1	100	5	100	0	-1	-1	|生效一次的附加效果1	311|312|313|314|315	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
51	0	-1	标准吃药（瞬发）	标准吃药	标准吃药	标准吃药	Food_1	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	0	2	20		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	-1	-1	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	0	0|0|0|0|0	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1|1|1|1|1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
52	0	-1	进餐	标准吃食物	标准吃食物	标准吃食物	Food_1	0	0	-1	5	1300|1300|1300|1300|1300	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	0	1	200	186	186	-1	0	3	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1200	-1	-1	1	0	-1	0	2000	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	0	0|0|0|0|0	-1	1	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1|1|1|1|1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
53	0	-1	使用药膏	标准引导吃药	标准引导吃药	标准引导吃药	Food_1	0	0	-1	5	1300|1300|1300|1300|1300	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	0	1	200	143	143	-1	0	3	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	1200	-1	-1	1	0	-1	0	2000	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	0	0|0|0|0|0	-1	1	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1|1|1|1|1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
54	0	-1	召唤坐骑	标准聚气乘骑	标准聚气乘骑	标准聚气乘骑	Food_1	0	0	-1	5	1300|1300|1300|1300|1300	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	200	143	143	-1	0	3	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1200	-1	-1	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	0	0|0|0|0|0	-1	1	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1|1|1|1|1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
55	0	-1	学习配方	标准使用配方	标准使用配方	标准使用配方	Food_1	0	0	-1	5	1300|1300|1300|1300|1300	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	200	143	124	-1	0	3	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1200	-1	-1	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	0	0|0|0|0|0	-1	1	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1|1|1|1|1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
56	0	-1	标准喂养宠物	标准引导吃药	标准引导吃药	标准引导吃药	Food_1	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	0	2	200		143	-1	0	3	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	1	1200	-1	-1	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	0	0|0|0|0|0	-1	1	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1|1|1|1|1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
57	0	-1	标准瞬发使用物品	标准聚气乘骑	标准聚气乘骑	标准聚气乘骑	Food_1	0	0	-1	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	0	2	200		143	-1	0	3	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1200	-1	-1	0	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	0	0|0|0|0|0	-1	1	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1|1|1|1|1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
58	0	-1	操作中	标准使用配方	标准使用配方	标准使用配方	Food_1	0	0	-1	5	1300|1300|1300|1300|1300	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	200	163	143	-1	0	3	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1200	-1	-1	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	0	0|0|0|0|0	-1	1	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1|1|1|1|1	|引导周期的附加效果1	1|1|1|1|1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
########	搜侠录测试技能		########																																																																																																																
98		-1	搜侠入门武功	技能描述	#G对一个敌对目标造成远程外功攻击附加25点的伤害。|#G对一个敌对目标造成远程外功攻击附加50点的伤害。|#G对一个敌对目标造成远程外功攻击附加75点的伤害。|#G对一个敌对目标造成远程外功攻击附加100点的伤害。|#G对一个敌对目标造成远程外功攻击附加125点的伤害，且附带满级效果额外附加150点伤害。	技能描述	xinshoudi	0	0	-1	5	6000|6000|6000|6000|6000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	2			-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	22051|22052|22053|22054|22055|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				1
99		13	召唤虎宝宝	技能描述	#G召唤一个生命为500点的笛子，笛子每5秒对笛子周围6米内的2个敌对目标造成相当于自己水属性攻击附加100点的伤害。|#G召唤一个生命为600点的笛子，笛子每5秒对笛子周围6米内的2个敌对目标造成相当于自己水属性攻击附加150点的伤害。|#G召唤一个生命为700点的笛子，笛子每5秒对笛子周围6米内的2个敌对目标造成相当于自己水属性攻击附加200点的伤害。|#G召唤一个生命为800点的笛子，笛子每5秒对笛子周围6米内的2个敌对目标造成相当于自己水属性攻击附加250点的伤害。|#G召唤一个生命为1000点的笛子，笛子每5秒对笛子周围6米内的2个敌对目标造成相当于自己水属性攻击附加300点的伤害，且附带满级效果作用个提升2个。	技能描述	WXSJ_zhaohuanshou_hu_1_1	0	11	-1	5	500|500|500|500|500	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1		17	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	1	0	7			-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	0	1	0	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20326|20327|20328|20329|20330|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				1
100		13	白虎坐骑	技能描述	#G召唤一个笛子（笛子有500生命存在60秒），笛子使笛子周围6米内的5个敌对目标降低移动速度25%。|#G召唤一个笛子（笛子有500生命存在60秒），笛子使笛子周围7米内的5个敌对目标降低移动速度25%。|#G召唤一个笛子（笛子有500生命存在60秒），笛子使笛子周围8米内的5个敌对目标降低移动速度25%。|#G召唤一个笛子（笛子有500生命存在60秒），笛子使笛子周围9米内的5个敌对目标降低移动速度25%。|#G召唤一个笛子（笛子有500生命存在60秒），笛子使笛子周围10米内的5个敌对目标降低移动速度25%，且附带满级效果作用个数增加5个。	技能描述	WXSJ_zhaohuanshou_hu_1_2	0	11	-1	5	500|500|500|500|500	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1		18	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	1	0	14			-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	0	1	0	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20676|20677|20678|20679|20680|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				1
########	武僧技能	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########				
########	武僧技能	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########				
########	武僧技能	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########				
