INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING	INT	INT	INT
79	蒙古良马	1	10000	10	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			1000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	m			
80	k	1	10000	10	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	k			
81	丘处机	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2022	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	q			
82	拖雷	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	t			
83	失措的基辅人	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2102	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	s			
84	蒙哥	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	m			
85	德米特尔	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2086	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	d			
86	贵由	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	g			
87	别儿哥	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
88	郭宝玉将军	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2010	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	g			
89	百户长	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
90	孔先生	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	k			
91	草上飞	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2036	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	c			
92	贝达尔	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
93	海都	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	g			
94	随军巫师	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2100	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	s			
95	重骑兵指挥官	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2093	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	z			
96	草原勇士	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2094	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	c			
97	拜答儿	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2096	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
98	唐古	1	10000	1	2	2	0	4174		1568	0	1568		20	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2097	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	1	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	t			
#	剧情地图怪物				#N/A									#N/A																																																														
300	沙漠盗贼	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	1	60									-1		3	怪物	s			
301	逃窜的盗贼	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	2	60									-1		3	怪物	t			
302	花剌子模士兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	3	60									-1		3	怪物	h			
303	花剌子模头目	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	4	60									-1		3	怪物	h			
304	契丹士兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	5	60									-1		3	怪物	q			
305	沙漠守卫	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	6	60									-1		3	怪物	s			
306	花剌子模步兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	7	60									-1		3	怪物	h			
307	盗贼头目	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	8	60									-1		3	怪物	d			
308	盗贼喽啰	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	9	60									-1		3	怪物	d			
309	花剌子模武士	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	10	60									-1		3	怪物	h			
310	花剌子模巫师	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	11	60									-1		3	怪物	h			
311	玉龙城哨兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	12	60									-1		3	怪物	y			
312	帖木儿灭里	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	13	60									-1		3	怪物	t			
313	赤难	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	14	60									-1		3	怪物	c			
314	赤难的侍卫	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	15	60									-1		3	怪物	c			
315	玉龙城精兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	1	60									-1		3	怪物	y			
316	玉龙城御卫兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	2	60									-1		3	怪物	y			
317	玉龙城守卫	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	3	60									-1		3	怪物	y			
318	玉龙城步兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	4	60									-1		3	怪物	y			
319	玉龙城骑兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	5	60									-1		3	怪物	y			
320	花剌子模将军	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	6	60									-1		3	怪物	h			
321	契丹头目	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	7	60									-1		3	怪物	q			
322	契丹武士	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	8	60									-1		3	怪物	q			
323	喝药酒的军官	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	9	60									-1		3	怪物	h			
324	黄金侍卫	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	10	60									-1		3	怪物	h			
325	黄金侍卫首领	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	11	60									-1		3	怪物	h			
326	白金侍卫首领	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	12	60									-1		3	怪物	b			
327	花剌子模伐木工	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	13	60									-1		3	怪物	h			
328	花剌子模马夫	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	14	60									-1		3	怪物	h			
329	花剌子模战马	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	15	60									-1		3	怪物	h			
330	阿碧岛哨兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	1	60									-1		3	怪物	a			
331	突厥巫师	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	2	60									-1		3	怪物	t			
332	突厥巫师学徒	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	3	60									-1		3	怪物	t			
333	多盖	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	4	60									-1		3	怪物	d			
334	白金侍卫	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	5	60									-1		3	怪物	b			
335	阿碧岛守卫	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	6	60									-1		3	怪物	a			
336	花剌子模残兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	7	60									-1		3	怪物	h			
337	蔑里乞士兵(10)	10	10000	1	11	12	0	1		1	0	1		81	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	41	100									-1		3	怪物	m			
338	蔑里乞猎手(10)	10	10000	1	11	12	0	1		1	0	1		81	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	42	100									-1		3	怪物	m			
339	蔑里乞猎手头目(10)	10	10000	1	11	12	0	1		1	0	1		81	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	43	100									-1		3	怪物	m			
340	蔑里乞巫师(10)	10	10000	1	11	12	0	1		1	0	1		81	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	44	100									-1		3	怪物	m			
341	蔑里乞萨满(10)	10	10000	1	11	12	0	1		1	0	1		81	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	1	0	-1	21	0	1	0	0	-1	-1	20	1	45	100									-1		3	怪物	m			
342	蔑里乞牧民(10)	10	10000	1	11	12	0	1		1	0	1		81	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	46	100									-1		3	怪物	m			
343	巴诃儿(10)	10	10000	1	11	12	0	1		1	0	1		81	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	47	58									-1		3	怪物	b			
344	脱黑脱(10)	10	10000	1	11	12	0	1		1	0	1		81	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	48	58									-1		3	怪物	t			
345	答赤巫(10)	10	10000	1	11	12	0	1		1	0	1		81	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	49	58									-1		3	怪物	d			
346	乃蛮士兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	8	60									-1		3	怪物	n			
347	乃蛮部将领	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	9	60									-1		3	怪物	n			
348	西辽守卫	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	10	60									-1		3	怪物	x			
349	信使	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	11	60									-1		3	怪物	x			
350	宫廷侍卫	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	12	60									-1		3	怪物	g			
351	契丹弓箭手	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	13	60									-1		3	怪物	q			
352	契丹刀手	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	14	60									-1		3	怪物	q			
353	契丹巫师	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	15	60									-1		3	怪物	q			
354	西辽近卫军	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	1	60									-1		3	怪物	x			
355	西辽精兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	2	60									-1		3	怪物	x			
356	西辽骑兵	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	3	60									-1		3	怪物	x			
357	塔塔儿士兵(15)	15	10000	1	12	21	0	1		1	0	1		134	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	56	57									-1		3	怪物	d			
358	泰赤乌士兵(15)	15	10000	1	12	21	0	1		1	0	1		134	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	57	57									-1		3	怪物	t			
359	札答阑士兵(15)	15	10000	1	12	21	0	1		1	0	1		134	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	58	57									-1		3	怪物	z			
360	札答阑哨兵(15)	15	10000	1	12	21	0	1		1	0	1		134	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	59	57									-1		3	怪物	z			
361	蔑里乞勇士(15)	15	10000	1	12	21	0	1		1	0	1		134	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	60	57									-1		3	怪物	m			
362	脱朵(15)	15	10000	1	12	21	0	1		1	0	1		134	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	56	57									-1		3	怪物	t			
