INT	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING
1170	5867014	20	10280208|10282208|10280208|10210208|10212208|10213002	1303780	20	10250208|10252208|10252308|10252408	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1171	5867014	20	10283002|10283012|10283022|10213012|10213022|10213032	977835	20	10253002|10253012|10253022	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1172	4889178	20	10283032|10283042|10283052|10213042|10213052	977835	20	10253032|10253042|10253052	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1173	4345936	20	10280209|10282209|10210209|10212209|10214003	1158916	20	10250209|10252209|10252309|10252409	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1174	5215123	20	10284003|10284013|10284023|10214013|10214023|10214033	869187	20	10254003|10254013|10254023	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1175	4345936	20	10284033|10284043|10284053|10214043|10214053	869187	20	10254033|10254043|10254053	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1176	3911342	20	10280210|10282210|10210210|10212210|10213003	1043024	20	10250210|10252210|10252310|10252410	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1177	4693611	20	10283003|10283013|10283023|10213013|10213023|10213033	782268	20	10253003|10253013|10253023	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1178	3911342	20	10283033|10283043|10283053|10213043|10213053	782268	20	10253033|10253043|10253053	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1179	31290743	20	10280010|10210010	5215123	20	10250010	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1180	10430247	20	10280020|10210020	1738374	20	10250020	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1181	6258148	20	10280020|10210030	1043024	20	10250030	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1182	4470106	20	10280040|10210040	745017	20	10250040	25000000	5	12010004	10000000	5	11960004	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1183	3476749	20	10280050|10210050	579458	20	10250050	20000000	5	12010005	8000000	5	11960005	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1184	10	20	10280050|10210050	2607561	20	10251003	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1185	2844613	20	10280060|10210060	474102	20	10250060	16666666	5	12010006	6666666	5	11960006	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1186	2406980	20	10280070|10210070	401163	20	10250070	14285714	5	12010007	5714285	5	11960007	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1187	2086049	20	10280080|10210080	347674	20	10250080	12500000	5	12010008	5000000	5	11960008	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1188	1840631	20	10280090|10210090	306771	20	10250090	11111111	5	12010009	4444444	5	11960009	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1189	26075619	20	10260000	52151238	20	10290000	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1190	26075619	20	10260001	52151238	20	10290001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1191	10	20	10260001	10	20	10290001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1192	10	20	10260001	10	20	10290001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1193	10	20	10260001	10	20	10290001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1194	5215123	20	10261002	10430247	20	10290001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1195	10	20	10261002	10	20	10290001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1196	10	20	10261002	10	20	10290001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1197	5215123	20	10260201|10261001	5215123	20	10290201	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1198	7822685	20	10262201|10262301|10262401	5215123	20	10292201	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1199	4345936	20	10266001|10266002	8691873	20	10290201|10292201	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1200	1738374	20	10267001	10	20	10290201|10292201	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1201	10	20	10267001	10	20	10290201|10292201	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1202	2607561	20	10260202|10262202	2607561	20	10290202	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1203	2607561	20	10262302|10262402	2607561	20	10292202	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1204	3476749	20	10260203|10262203|10262303|10262403	5215123	20	10290203|10292203|10294001	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1205	2607561	20	10264001|10264011|10264021	5215123	20	10294011|10294021|10294031	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1206	2607561	20	10264031|10264041|10264051	5215123	20	10294041|10294051	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1207	1303780	20	10260204|10262204	1303780	20	10290204	20000000	5	12010005	8000000	5	11960005	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1208	1303780	20	10262304|10262404	1303780	20	10292204	20000000	5	12010005	8000000	5	11960005	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1209	2086049	20	10260205|10262205|10262305|10262405	3129074	20	10290205|10292205|10293001	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1210	1564537	20	10263001|10263011|10263021	3129074	20	10293011|10293021|10293031	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1211	1564537	20	10263031|10263041|10263051	3129074	20	10293041|10293051	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1212	1738374	20	10260206|10262206|10262306|10262406	3476749	20	10290206|10292206|10294002	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1213	1303780	20	10264002|10264012|10264022	2607561	20	10294012|10294022|10294032	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1214	1303780	20	10264032|10264042|10264052	1738374	20	10294042|10294052	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1215	745017	20	10260207|10262207	745017	20	10290207	12500000	5	12010008	5000000	5	11960008	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1216	745017	20	10262307|10262407	745017	20	10292207	12500000	5	12010008	5000000	5	11960008	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1217	1303780	20	10260208|10262208|10262308|10262408	1955671	20	10290208|10292208|10293002	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1218	977835	20	10263002|10263012|10263022	1955671	20	10293012|10293022|10293032	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1219	977835	20	10263032|10263042|10263052	1303780	20	10293042|10293052	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1220	1158916	20	10260209|10262209|10262309|10262409	1738374	20	10290209|10292209|10294003	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1221	869187	20	10264003|10264013|10264023	1738374	20	10294013|10294023|10294033	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1222	869187	20	10264033|10264043|10264053	1158916	20	10294043|10294053	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1223	1043024	20	10260210|10262210|10262310|10262410	1564537	20	10290210|10292210|10293003	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1224	782268	20	10263003|10263013|10263023	1564537	20	10293013|10293023|10293033	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1225	782268	20	10263033|10263043|10263053	1043024	20	10293043|10293053	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1226	5215123	20	10260010	10430247	20	10290010	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1227	1738374	20	10260020	3476749	20	10290020	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1228	1043024	20	10260030	2086049	20	10290030	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1229	745017	20	10260040	1490035	20	10290040	25000000	5	12010004	10000000	5	11960004	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1230	579458	20	10260050	1158916	20	10290050	20000000	5	12010005	8000000	5	11960005	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1231	2607561	20	10261003	10	20		100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1232	474102	20	10260060	948204	20	10290060	16666666	5	12010006	6666666	5	11960006	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1233	401163	20	10260070	802326	20	10290070	14285714	5	12010007	5714285	5	11960007	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1234	347674	20	10270080	695349	20	10290080	12500000	5	12010008	5000000	5	11960008	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1235	306771	20	10270090	613543	20	10290090	11111111	5	12010009	4444444	5	11960009	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
